Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
SWE;SWE000007113;;MOD;2022-11-17;2100-12-31;SKZG;VG37;GANLER;SEBUA;Bua;SKZG;Y;Y;Y;Y;;Y;266095000;FX;OTB;NO;;;;;17.94;0.00;74.00;0.00;0.00;373.00;18.38;1;1984-03-05;MFL;;;PA;1984-01-01
SWE;SWE000007127;;CHA;2024-02-13;2100-12-31;SLEA;VY43;MINDY;SEBVL;Botvaldevik;SLEA;Y;Y;Y;Y;N;Y;266099000;FX;OTM;OTM;;;;;19.13;0.00;72.00;0.00;0.00;331.00;224.26;2;1986-01-20;MFL;;;PA;1985-01-01
SWE;SWE000007130;;MOD;2022-11-17;2100-12-31;SLEX;SD62;THERES AV GREBBESTAD;SEGRE;Grebbestad;SLEX;Y;Y;Y;Y;;Y;266082000;FX;OTB;OTB;;;;;18.06;0.00;75.00;0.00;0.00;300.00;50.00;2;1985-09-13;MFL;;;PA;1985-01-01
SWE;SWE000007133;;MOD;2022-11-17;2100-12-31;SLFG;LL1149;HERRING;SEKUN;Kungshamn;SLFG;Y;Y;Y;Y;;Y;266159000;FX;OTB;PS;;;;;16.94;0.00;44.00;0.00;0.00;195.00;26.47;2;1986-02-24;MFL;;;PA;1985-01-01
SWE;SWE000007147;;MOD;2023-06-28;2100-12-31;SLID;GG537;GLITTSKÄR;SEVGO;Vrångö;SLID;Y;Y;Y;Y;N;Y;266186000;FX;OTB;FPO;;;;;16.74;0.00;39.00;0.00;0.00;405.00;0.00;3;1985-04-25;MFL;;;PA;1985-01-01
SWE;SWE000007157;7400534;MOD;2022-11-17;2100-12-31;SLMB;LL207;NAUTIC;SEFIT;Fisketången;SLMB;Y;Y;Y;Y;;Y;265787000;FX;OTB;NO;;;;;26.00;0.00;196.00;0.00;0.00;691.00;88.24;2;1985-12-19;MFL;;;PA;1975-01-01
SWE;SWE000007167;8616441;MOD;2022-11-17;2100-12-31;SLOK;KA15;TALLONA;SESUO;Sturkö;SLOK;Y;Y;Y;Y;;Y;266048000;FX;OTB;NO;;;;;23.68;0.00;165.00;0.00;0.00;448.00;50.00;2;1986-07-24;MFL;;;PA;1986-01-01
SWE;SWE000007180;;MOD;2024-05-06;2100-12-31;SHJP;GG350;LIZ;SEDYR;Dyrön;SHJP;Y;Y;Y;Y;N;N;266446000;FX;OTB;TBN;;;;;13.75;0.00;16.00;0.00;0.00;207.00;0.00;3;2015-10-06;MFL;;;PA;1986-01-01
SWE;SWE000007185;;MOD;2023-04-26;2100-12-31;SLVX;GG82;WIJKLAND;SEBOB;Bohus-Björkö;SLVX;Y;Y;Y;Y;N;Y;266050000;FX;OTM;OTB;;;;;18.25;0.00;79.00;0.00;10.00;448.00;12.00;2;1987-11-04;MFL;;;PA;1987-01-01
SWE;SWE000007189;;MOD;2022-11-17;2100-12-31;SLWH;VG29;CHRISTINA;SETRE;Träslövsläge;SLWH;Y;Y;Y;Y;;Y;266160000;FX;OTB;OTB;;;;;17.28;0.00;57.00;0.00;0.00;269.00;0.00;1;1987-12-16;MFL;;;PA;1987-01-01
SWE;SWE000007190;;MOD;2023-11-06;2100-12-31;SFE5198;KA396;STINA;SESUO;Sturkö;SFE5198;Y;Y;Y;Y;N;Y;266165000;FX;TBN;OTB;;;;;16.54;0.00;57.00;0.00;0.00;264.00;0.00;1;2023-02-17;MFL;;;PA;1987-01-01
SWE;SWE000007192;;MOD;2023-06-28;2100-12-31;SLWY;SD539;GRYNING;SENOK;Nord-Koster;SLWY;Y;Y;Y;Y;N;Y;266371000;FX;OTB;OTB;;;;;14.89;0.00;40.00;0.00;0.00;280.00;0.00;2;1987-03-31;MFL;;;PA;1986-01-01
SWE;SWE000007195;;MOD;2022-11-17;2100-12-31;SLXH;SD278;BRATTVÅG;SESYK;Syd-Koster;SLXH;Y;Y;Y;Y;;Y;266364000;FX;OTB;NO;;;;;14.96;0.00;42.00;0.00;0.00;173.00;16.18;3;1989-06-29;MFL;;;PA;1989-01-01
SWE;SWE000007201;;MOD;2022-11-17;2100-12-31;SLYP;SD669;PALERMO;SEKSS;Krossekärr;SLYP;Y;Y;Y;Y;;Y;266383000;FX;OTB;NO;;;;;14.04;0.00;19.00;0.00;0.00;269.00;0.00;3;1988-12-14;MFL;;;PA;1988-01-01
SWE;SWE000007202;;MOD;2023-10-02;2100-12-31;SLYQ;LL30;ATHENA;SESMO;Smögen;SLYQ;Y;Y;Y;Y;N;Y;266408000;FX;OTB;OTB;;;;;14.04;0.00;25.00;0.00;0.00;269.00;25.60;3;1989-06-08;MFL;;;PA;1989-01-01
SWE;SWE000007210;;MOD;2024-05-02;2100-12-31;SLZP;GG77;FALKEN;SEFOT;Fotö;SLZP;Y;Y;Y;Y;N;Y;266142000;FX;OTB;OTB;;;;;17.01;0.00;56.00;0.00;0.00;400.00;44.12;2;1987-07-15;MFL;;;PA;1987-01-01
SWE;SWE000007212;;MOD;2024-03-04;2100-12-31;SLZX;FG96;SKREA;SEGLN;Glommen;SLZX;Y;Y;Y;Y;N;Y;266057000;FX;OTB;OTB;;;;;18.04;0.00;83.00;0.00;0.00;300.00;7.35;2;1987-06-29;MFL;;;PA;1981-01-01
SWE;SWE000007220;;MOD;2022-11-17;2100-12-31;SMCJ;GG449;BERGÖ;SEOCO;Öckerö;SMCJ;Y;Y;Y;Y;;N;266370000;FX;TBN;OTB;;;;;12.96;0.00;31.00;0.00;0.00;175.00;0.00;3;1987-10-06;MFL;;;PA;1986-01-01
SWE;SWE000007233;8918655;MOD;2023-11-22;2100-12-31;SMFH;GG840;SVANEN AV RÖRÖ;SEROO;Rörö;SMFH;Y;Y;Y;Y;N;Y;266076000;FX;OTM;OTB;;;;;23.91;0.00;152.00;0.00;0.00;578.00;147.06;2;1989-01-02;MFL;;;PA;1988-01-01
SWE;SWE000007246;;MOD;2024-01-29;2100-12-31;SMIC;FG107;WAILETT;SEGLN;Glommen;SMIC;Y;Y;Y;Y;N;Y;266381000;FX;TBN;NO;;;;;13.50;0.00;19.00;0.00;0.00;130.00;0.00;2;1988-05-04;MFL;;;PA;1980-01-01
SWE;SWE000007247;;MOD;2024-04-29;2100-12-31;SMIL;VG97;TÄRNO;SETRE;Träslövsläge;SMIL;Y;Y;Y;Y;N;N;266188000;FX;OTB;TBN;;;;;15.10;0.00;42.00;0.00;0.00;175.00;0.00;2;1988-05-10;MFL;;;PA;1984-01-01
SWE;SWE000007280;;MOD;2022-11-17;2100-12-31;SMOY;HA50;EMMA;SEPIT;Piteå;SMOY;Y;Y;Y;Y;;Y;266372000;FX;PTB;GNS;;;;;13.69;0.00;14.00;0.00;0.00;235.00;29.41;2;1988-08-08;MFL;;;PA;1977-01-01
SWE;SWE000007285;;MOD;2022-11-25;2100-12-31;SMPK;GG69;VALKYRIA;SEHNO;Hönö;SMPK;Y;Y;Y;Y;;Y;266128000;FX;OTB;OTB;;;;;18.58;0.00;82.00;0.00;0.00;220.00;0.00;1;1976-01-01;MFL;;;PA;1935-01-01
SWE;SWE000007291;;MOD;2024-01-26;2100-12-31;SMQG;HA1;ULRIKA;SEKAX;Kalix;SMQG;Y;Y;Y;Y;N;Y;265034880;FX;PTB;NO;;;;;12.43;0.00;11.00;0.00;0.00;155.00;0.00;3;1988-08-30;MFL;;;PA;1988-01-01
SWE;SWE000007292;;MOD;2023-10-06;2100-12-31;SMQL;LÅ42;LILLAN;SELLA;Luleå;SMQL;Y;Y;Y;Y;N;Y;266373000;FX;PTB;NO;;;;;13.94;0.00;17.00;0.00;0.00;236.00;0.00;2;1988-09-13;MFL;;;PA;1976-01-01
SWE;SWE000007315;8811170;MOD;2022-11-17;2100-12-31;SMUY;SD622;VANGUARD;SEHAV;Havstenssund;SMUY;Y;Y;Y;Y;;Y;266055000;FX;OTB;OTB;;;;;22.15;0.00;141.00;0.00;0.00;551.00;0.00;2;1989-07-14;MFL;;;PA;1989-01-01
SWE;SWE000007341;;MOD;2020-11-30;2100-12-31;SFC4149;HA42;No name;926;;SFC4149;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.95;0.00;1.63;0.00;0.00;36.76;0.00;3;1994-08-19;MFL;;;PA;1978-01-01
SWE;SWE000007345;;MOD;2020-05-07;2100-12-31;SFC4141;SG125;FRIDA;361;;SFC4141;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;5.55;0.00;1.68;0.00;0.00;44.12;0.00;3;1994-08-16;MFL;;;PA;1993-01-01
SWE;SWE000007355;;MOD;2022-05-12;2100-12-31;SFC4152;LL16;GARNSKÄR;SEUGN;Ulebergshamn;SFC4152;Y;Y;N;N;;N;;FX;FPO;NO;;;;;8.40;0.00;3.91;0.00;0.00;95.00;0.00;3;1994-08-22;MFL;;;PA;1990-01-01
SWE;SWE000007358;;MOD;2020-05-07;2100-12-31;SFC4157;HG36;BILLIE;474;;SFC4157;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.40;0.00;0.33;0.00;0.00;29.41;3.68;3;1994-08-24;MFL;;;PA;1980-01-01
SWE;SWE000007371;;MOD;2008-03-14;2100-12-31;SFC4184;LL119;ELISABETH;703;;SFC4184;Y;Y;N;;;;;FX;FPO;FPO;;;;;7.60;0.00;1.92;0.00;0.00;40.44;0.00;3;1994-09-08;MFL;;;PA;1975-01-01
SWE;SWE000007374;;MOD;2024-04-10;2100-12-31;SFC4185;SG112;GHOST;SEHVK;Hörvik;SFC4185;Y;N;N;N;N;N;;FX;GNS;LHP;;;;;5.45;0.00;1.12;0.00;0.00;51.48;0.00;3;1994-09-13;MFL;;;PA;1979-01-01
SWE;SWE000007376;;MOD;2019-01-09;2100-12-31;SFC4192;SD78;MATILDA;616;;SFC4192;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.90;0.00;1.05;0.00;0.00;16.18;0.00;1;1994-09-21;MFL;;;PA;1974-01-01
SWE;SWE000007377;;MOD;2022-12-05;2100-12-31;SFC4193;MÖ94;EMELIE;SELIM;Limhamn;SFC4193;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;9.00;0.00;4.16;0.00;0.00;95.00;0.00;3;1994-09-21;MFL;;;PA;1994-01-01
SWE;SWE000007397;;MOD;2020-11-30;2100-12-31;SFC4174;MÖ66;No name;463;;SFC4174;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.10;0.00;2.11;0.00;0.00;16.18;0.00;3;1994-09-01;MFL;;;PA;1986-01-01
SWE;SWE000007400;;MOD;2023-01-03;2100-12-31;SFC4177;SN2;NORDANVIND 600;SELJU;Ljusne;SFC4177;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.10;0.00;0.56;0.00;0.00;40.44;0.00;3;1994-09-02;MFL;;;PA;1994-01-01
SWE;SWE000007409;;MOD;2024-05-13;2100-12-31;SFC4200;LÅ2;No name;SELOS;Lövskär;SFC4200;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.80;0.00;0.91;0.00;0.00;33.09;0.00;3;1994-09-22;MFL;;;PA;1992-01-01
SWE;SWE000007411;;MOD;2024-02-26;2100-12-31;SFC4207;HND5;No name;SENON;Norrfällsviken;SFC4207;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;6.05;0.00;1.13;0.00;0.00;36.77;0.00;3;1994-09-26;MFL;;;PA;1973-01-01
SWE;SWE000007428;;MOD;2023-09-28;2100-12-31;SFC4225;LÅ12;VIKEN;SEHIO;Hindersön;SFC4225;Y;Y;N;N;N;Y;265039530;FX;PTB;FPO;;;;;11.25;0.00;11.92;0.00;0.00;220.59;0.00;3;1994-10-05;MFL;;;PA;1994-01-01
SWE;SWE000007432;;MOD;2020-11-30;2100-12-31;SFC4230;UÅ32;No name;882;;SFC4230;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.00;0.00;1.40;0.00;0.00;29.41;0.00;3;1994-10-10;MFL;;;PA;1975-01-01
SWE;SWE000007443;;MOD;2023-09-27;2100-12-31;SFC4219;LÅ19;JUNKÖN;SEJNK;Junkön;SFC4219;Y;Y;N;N;N;Y;265039120;FX;PTB;FPO;;;;;11.84;0.00;7.82;0.00;0.00;330.88;0.00;3;1994-11-03;MFL;;;PA;1994-01-01
SWE;SWE000007454;;MOD;2022-12-06;2100-12-31;SFE2786;LÅ1;TÄRNÖ AV SÖREN;SELLA;Luleå;SFE2786;Y;Y;Y;Y;;Y;266376000;FX;PTB;OTM;;;;;13.95;0.00;19.00;0.00;0.00;294.00;0.00;2;2019-02-05;MFL;;;PA;1994-01-01
SWE;SWE000007467;;MOD;2016-07-05;2100-12-31;SFC4274;LL172;ALBATROSS;662;;SFC4274;Y;Y;N;;;;;FX;SB;FPO;;;;;5.85;0.00;0.50;0.00;0.00;22.06;0.00;3;1994-12-07;MFL;;;PA;1975-01-01
SWE;SWE000007475;;MOD;2022-05-12;2100-12-31;SFC4284;LL225;TUDOR II;SEHUN;Hunnebostrand;SFC4284;Y;Y;N;N;;Y;265651066;FX;FPO;FPO;;;;;10.40;0.00;11.69;0.00;0.00;102.94;0.00;3;1994-12-16;MFL;;;PA;1994-01-01
SWE;SWE000007480;;MOD;2024-04-30;2100-12-31;SFC4289;SL6;STORM;SEJUS;Juniskär;SFC4289;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.60;0.00;0.82;0.00;0.00;44.12;0.00;3;1994-12-19;MFL;;;PA;1985-01-01
SWE;SWE000007484;;MOD;2024-02-22;2100-12-31;SFC4292;GG116;LINDA;SERNG;Rönnäng;SFC4292;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;9.96;0.00;8.79;0.00;0.00;219.12;0.00;3;1994-12-19;MFL;;;PA;1994-01-01
SWE;SWE000007489;;MOD;2021-05-26;2100-12-31;SFC4297;GE95;No name;SEBNN;Bönan;SFC4297;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;6.00;0.00;1.27;0.00;0.00;36.77;0.00;3;1994-12-27;MFL;;;PA;1988-01-01
SWE;SWE000007517;;MOD;2022-04-04;2100-12-31;SFC2283;SD75;RONJA;SESMD;Strömstad;SFC2283;Y;Y;N;N;;N;;FX;FPO;LHP;;;;;8.70;0.00;6.61;0.00;0.00;63.24;0.00;3;1989-08-15;MFL;;;PA;1988-01-01
SWE;SWE000007527;;MOD;2021-05-11;2100-12-31;SFC4337;HA148;No name;SEKXN;Kalix-Nyborg;SFC4337;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.30;0.00;0.31;0.00;0.00;36.76;0.00;3;1995-01-23;MFL;;;PA;1976-01-01
SWE;SWE000007528;;MOD;2022-02-15;2100-12-31;SFC4339;LL55;VEGA;SELYS;Lysekil;SFC4339;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.10;0.00;1.65;0.00;0.00;55.00;0.00;3;1995-01-23;MFL;;;PA;1995-01-01
SWE;SWE000007529;;MOD;2023-03-24;2100-12-31;SFC4340;LL551;BURÖ I;SELYS;Lysekil;SFC4340;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;6.10;0.00;1.43;0.00;0.00;51.47;0.00;3;1995-01-23;MFL;;;PA;1985-01-01
SWE;SWE000007530;;MOD;2020-11-30;2100-12-31;SFC4341;HA98;No name;931;;SFC4341;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.65;0.00;0.36;0.00;0.00;18.00;0.00;3;1995-01-27;MFL;;;PA;1984-01-01
SWE;SWE000007546;;MOD;2023-06-28;2100-12-31;SFC4358;SD470;No name;SEHAV;Havstenssund;SFC4358;Y;Y;N;N;N;N;;FX;FPO;LTL;;;;;5.40;0.00;0.45;0.00;0.00;29.41;0.00;3;1995-02-01;MFL;;;PA;1982-01-01
SWE;SWE000007560;;MOD;2020-11-30;2100-12-31;SFC4374;ÖK9;No name;844;;SFC4374;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.90;0.00;0.48;0.00;0.00;18.38;0.00;3;1995-02-07;MFL;;;PA;1979-01-01
SWE;SWE000007582;;MOD;2019-04-12;2100-12-31;SFC4399;LÅ57;FRIDA;66;;SFC4399;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;7.60;0.00;2.30;0.00;0.00;59.06;0.00;3;1995-02-15;MFL;;;PA;1972-01-01
SWE;SWE000007583;;MOD;2019-04-12;2100-12-31;SFC4400;LÅ58;ELIN;66;;SFC4400;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;5.80;0.00;0.92;0.00;0.00;29.42;0.00;3;1995-02-15;MFL;;;PA;1985-01-01
SWE;SWE000007587;;MOD;2020-11-30;2100-12-31;SFC4405;LÅ59;No name;916;;SFC4405;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.00;0.00;0.89;0.00;0.00;33.09;0.00;3;1995-02-17;MFL;;;PA;1980-01-01
SWE;SWE000007588;;MOD;2023-02-08;2100-12-31;SFC4406;LÅ60;No name;SEJNK;Junkön;SFC4406;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.00;0.00;0.89;0.00;0.00;33.09;0.00;3;1995-02-17;MFL;;;PA;1977-01-01
SWE;SWE000007589;;MOD;2020-11-30;2100-12-31;SFC4407;LÅ61;No name;916;;SFC4407;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.80;0.00;1.31;0.00;0.00;26.47;0.00;3;1995-02-17;MFL;;;PA;1988-01-01
SWE;SWE000007598;;MOD;2020-11-30;2100-12-31;SFC4417;LÅ27;No name;907;;SFC4417;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.85;0.00;0.80;0.00;0.00;33.09;0.00;3;1995-02-20;MFL;;;PA;1991-01-01
SWE;SWE000007607;;MOD;2023-10-03;2100-12-31;SFC4430;KA142;SEIKO;SEUNR;Ungskär;SFC4430;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.60;0.00;1.28;0.00;0.00;7.35;0.00;1;1995-02-24;MFL;;;PA;1960-01-01
SWE;SWE000007611;;MOD;2020-11-30;2100-12-31;SFC4437;HG53;No name;485;;SFC4437;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.00;0.00;0.63;0.00;0.00;16.18;0.00;3;1995-03-01;MFL;;;PA;1982-01-01
SWE;SWE000007613;;MOD;2023-05-02;2100-12-31;SFC4439;LÅ25;No name;SEJAV;Jävrebodarna;SFC4439;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;6.00;0.00;0.63;0.00;0.00;29.41;0.00;1;1995-03-01;MFL;;;PA;1982-01-01
SWE;SWE000007619;;MOD;2020-11-30;2100-12-31;SFC4445;LÅ63;No name;915;;SFC4445;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.95;0.00;0.46;0.00;0.00;44.13;0.00;3;1995-03-06;MFL;;;PA;1978-01-01
SWE;SWE000007620;;MOD;2023-11-06;2100-12-31;SFC4446;LÅ64;No name;SEHIO;Hindersön;SFC4446;Y;Y;N;N;N;N;;FX;FPO;NO;;;;;6.20;0.00;0.52;0.00;0.00;44.13;0.00;3;1995-03-06;MFL;;;PA;1985-01-01
SWE;SWE000007622;;MOD;2020-11-30;2100-12-31;SFC4451;NRG1;No name;206;Greece;SFC4451;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;5.60;0.00;0.54;0.00;0.00;36.76;0.00;3;1995-03-07;MFL;;;PA;1995-01-01
SWE;SWE000007639;;MOD;2022-09-21;2100-12-31;SFC4476;GE106;No name;SEFAV;Fagerviken;SFC4476;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;4.80;0.00;0.81;0.00;0.00;18.38;0.00;3;1995-03-16;MFL;;;PA;1978-01-01
SWE;SWE000007648;;MOD;2024-04-29;2100-12-31;SFC4495;HG91;No name;SEHOG;Höganäs;SFC4495;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;5.50;0.00;0.38;0.00;0.00;29.41;0.00;3;1995-04-03;MFL;;;PA;1984-01-01
SWE;SWE000007684;;MOD;2020-11-30;2100-12-31;SFC4595;UÅ66;No name;872;;SFC4595;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;5.27;0.00;0.18;0.00;0.00;18.38;0.00;3;1995-05-29;MFL;;;PA;1975-01-01
SWE;SWE000007686;;CHA;2023-05-29;2100-12-31;SFC4567;UÅ36;No name;SEBUR;Bureå;SFC4567;Y;Y;N;N;N;N;;FX;GNS;GNS;;;;;6.20;0.00;0.44;0.00;0.00;11.03;0.00;3;1995-05-16;MFL;;;PA;1980-01-01
SWE;SWE000007689;;CHA;2023-05-10;2100-12-31;SFC4574;HA87;No name;SERYB;Ryssbält;SFC4574;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;6.00;0.00;0.93;0.00;0.00;36.77;0.00;3;1995-05-18;MFL;;;PA;1980-01-01
SWE;SWE000007691;;MOD;2020-11-30;2100-12-31;SFC4579;UÅ65;No name;882;;SFC4579;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;10.35;0.00;4.12;0.00;0.00;169.12;0.00;3;1995-05-18;MFL;;;PA;1995-01-01
SWE;SWE000007697;;MOD;2022-11-17;2100-12-31;SFC4590;KR35;ATENA;SEBLI;Bläsinge;SFC4590;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;10.76;0.00;10.30;0.00;0.00;70.00;0.00;1;1995-05-26;MFL;;;PA;1952-01-01
SWE;SWE000007722;;MOD;2024-04-26;2100-12-31;SFC4619;LL35;TUVALIE;SELYS;Lysekil;SFC4619;Y;N;N;N;N;N;;FX;GND;FPO;;;;;9.95;0.00;10.41;0.00;0.00;294.00;0.00;3;1995-06-08;MFL;;;PA;1995-01-01
SWE;SWE000007723;;MOD;2020-05-07;2100-12-31;SFC4622;SD481;JENNY;596;;SFC4622;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;9.00;0.00;3.86;0.00;0.00;84.56;0.00;3;1995-06-09;MFL;;;PA;1987-01-01
SWE;SWE000007727;;MOD;2023-05-29;2100-12-31;SFC4634;LA29;MIA;SEBOU;Borstahusen;SFC4634;Y;Y;N;N;N;N;;FX;FPO;GNS;;;;;4.90;0.00;0.17;0.00;0.00;22.06;0.00;3;1995-06-15;MFL;;;PA;1987-01-01
SWE;SWE000007729;;MOD;2024-04-29;2100-12-31;SFC4636;SD77;DELFIN;SERSO;Ramsö;SFC4636;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;7.80;0.00;4.53;0.00;0.00;64.00;0.00;3;1995-06-15;MFL;;;PA;1985-01-01
SWE;SWE000007733;;MOD;2022-11-06;2100-12-31;SFC4646;NRG6;EEL;SEGAS;Gränsö;SFC4646;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;4.95;0.00;0.58;0.00;0.00;22.06;0.00;3;1995-06-21;MFL;;;PA;1980-01-01
SWE;SWE000007740;;MOD;2023-06-16;2100-12-31;SFC4670;SM64;URE;SEYXO;Yxlö;SFC4670;Y;Y;N;N;N;N;;FX;FPO;FPO;;;;;6.55;0.00;0.58;0.00;0.00;147.00;0.00;3;1995-07-12;MFL;;;PA;1979-01-01
SWE;SWE000007741;;MOD;2023-06-16;2100-12-31;SFC4671;SM70;HEBBE;SEYXO;Yxlö;SFC4671;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;5.80;0.00;0.39;0.00;0.00;7.00;0.00;3;1995-07-12;MFL;;;PA;1969-01-01
SWE;SWE000007752;;MOD;2020-05-07;2100-12-31;SFC4689;NRG20;GUTEK;197;Greece;SFC4689;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;4.95;0.00;0.20;0.00;0.00;29.42;0.00;3;1995-07-24;MFL;;;PA;1990-01-01
SWE;SWE000007759;;MOD;2023-03-20;2100-12-31;SFC4707;LL127;SKANDIA;SESMO;Smögen;SFC4707;Y;Y;N;N;N;N;;FX;FPO;GND;;;;;7.10;0.00;1.26;0.00;0.00;11.76;0.00;1;1995-08-08;MFL;;;PA;1953-01-01
SWE;SWE000007773;;MOD;2020-05-07;2100-12-31;SFC4747;LÅ71;ALTAPPEN 2;906;;SFC4747;Y;Y;N;N;;N;;FX;FPO;NO;;;;;6.00;0.00;0.47;0.00;0.00;33.09;0.00;3;1995-09-21;MFL;;;PA;1993-01-01
SWE;SWE000007778;8634338;MOD;2023-03-08;2100-12-31;SDIT;LL259;HAVSKRÄFTAN;SESMO;Smögen;SDIT;Y;Y;Y;Y;N;Y;266053000;FX;OTB;TBN;;;;;19.20;0.00;146.00;0.00;0.00;345.00;38.60;2;1995-09-19;MFL;;;PA;1993-01-01
SWE;SWE000007783;;MOD;2020-11-30;2100-12-31;SFC4759;SL45;No name;838;;SFC4759;Y;Y;N;N;;N;;FX;GNS;GNS;;;;;6.04;0.00;1.43;0.00;0.00;40.45;0.00;3;1995-10-02;MFL;;;PA;1991-01-01
SWE;SWE000007785;;MOD;2014-08-19;2100-12-31;SFC4768;GG25;AMELIA;642;;SFC4768;Y;Y;N;;;;;FX;FPO;GND;;;;;6.30;0.00;1.40;0.00;0.00;36.00;0.00;3;1995-10-11;MFL;;;PA;1995-01-01
SWE;SWE000007800;;MOD;2020-11-30;2100-12-31;SFC4812;LÅ72;No name;920;;SFC4812;Y;Y;N;N;;N;;FX;FPO;GNS;;;;;6.05;0.00;0.52;0.00;0.00;33.09;0.00;3;1995-11-14;MFL;;;PA;1973-01-01
SWE;SWE000007801;;MOD;2020-11-30;2100-12-31;SFC4813;LÅ73;No name;920;;SFC4813;Y;Y;N;N;;N;;FX;FPO;FPO;;;;;6.00;0.00;0.47;0.00;0.00;14.71;0.00;3;1995-11-14;MFL;;;PA;1970-01-01
SWE;SWE000007802;;MOD;2020-11-30;2100-12-31;SFC4814;GE38;No name;105;Greece;SFC4814;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;5.20;0.00;0.58;0.00;0.00;18.38;0.00;3;1995-11-14;MFL;;;PA;1988-01-01
SWE;SWE000007803;;MOD;2013-02-04;2100-12-31;SFC4818;LL715;ÖRNEN;669;;SFC4818;Y;Y;N;;;;;FX;FPO;NO;;;;;5.40;0.00;0.36;0.00;0.00;36.76;0.00;3;1995-11-21;MFL;;;PA;1995-01-01
SWE;SWE000007807;8962890;MOD;2022-11-17;2100-12-31;SIGA;GG39;ROSSÖ;SEROO;Rörö;SIGA;Y;Y;Y;Y;;Y;266065000;FX;OTB;OTM;;;;;23.97;0.00;151.00;0.00;0.00;551.00;0.00;2;1995-05-24;MFL;;;PA;1995-01-01
SWE;SWE000007820;;MOD;2020-05-07;2100-12-31;SFC4890;ÖK31;HAJEN;864;;SFC4890;Y;Y;N;N;;N;;FX;GNS;FPO;;;;;6.90;0.00;0.93;0.00;0.00;36.76;0.00;3;1996-02-22;MFL;;;PA;1988-01-01
SWE;SWE000007834;;MOD;2023-10-04;2100-12-31;SFC4940;GE117;No name;SEGVX;Gävle;SFC4940;Y;Y;N;N;N;N;;FX;GNS;FPO;;;;;6.05;0.00;1.69;0.00;0.00;50.00;0.00;3;1996-05-07;MFL;;;PA;1979-01-01
SWE;SWE000007848;;MOD;2023-09-01;2100-12-31;SFC5013;SG30;BELTANA;SEHAO;Hanö;SFC5013;Y;Y;N;N;N;Y;265759240;FX;GNS;GNS;;;;;9.06;0.00;5.76;0.00;0.00;62.50;0.00;3;1996-07-05;MFL;;;PA;1983-01-01
